order_id,order_date,customer_id,segment,region,channel,category,sub_category,quantity,unit_price,discount,revenue,profit,ship_mode,delivery_days,satisfaction_score,returned,currency
ORD-101667,2024-07-01,CUST-00368,Home Office,North,Web,Furniture,Bookcases,3,106.68,0.1,288.04,91.02,Standard,5.0,3.8,False,GBP
ORD-104418,2024-09-21,CUST-00122,Home Office,East,Web,Technology,Accessories,4,371.14,0.0,1484.56,304.33,Standard,8.0,3.5,False,GBP
ORD-101165,2024-11-12,CUST-01151,,East,Web,Technology,Accessories,7,1691.53,0.3,8288.5,2569.44,Second Class,5.0,4.2,False,GBP
ORD-104990,2025-07-21,CUST-00158,Consumer,Central,Web,Furniture,Furnishings,8,282.11,0.3,1579.82,64.77,Standard,4.0,3.9,False,GBP
ORD-101550,2024-07-07,CUST-00815,Consumer,Central,Mobile App,Technology,Machines,8,479.98,0.1,3455.86,933.08,Standard,3.0,3.9,False,GBP
ORD-103201,2025-05-18,CUST-00118,Home Office,East,Web,Office Supplies,Art,5,13.21,0.3,46.24,7.91,Standard,8.0,3.5,False,GBP
ORD-104211,2024-03-09,CUST-00018,Corporate,South,Mobile App,Office Supplies,Storage,7,47.72,0.3,233.83,22.68,Standard,,4.4,False,GBP
ORD-101092,2024-02-24,CUST-00149,Consumer,South,Web,Technology,Machines,1,488.67,0.0,488.67,175.43,First Class,,3.4,False,GBP
ORD-104047,2024-04-24,CUST-00809,Consumer,North,Mobile App,Office Supplies,Labels,1,19.7,0.2,15.76,3.2,Same Day,1.0,4.7,False,GBP
ORD-104251,2024-04-15,CUST-00321,Home Office,East,Web,Office Supplies,Storage,2,20.81,0.4,24.97,5.37,Standard,6.0,3.1,False,GBP
ORD-101760,2025-09-08,CUST-01134,Consumer,Central,Mobile App,Office Supplies,Labels,5,48.84,0.1,219.78,54.07,Standard,9.0,2.6,False,GBP
ORD-100141,2024-06-25,CUST-00455,Corporate,North,Marketplace,Office Supplies,Binders,7,11.1,0.2,62.16,14.36,First Class,0.0,2.9,True,GBP
ORD-100770,2025-04-27,CUST-00522,Corporate,North,Web,Technology,Accessories,6,309.24,0.15,1577.12,309.12,Standard,4.0,1.6,True,GBP
ORD-100207,2024-06-01,CUST-00695,Consumer,South,Web,Technology,Copiers,4,418.6,0.0,1674.4,704.92,Standard,3.0,2.6,True,GBP
ORD-102019,2025-02-18,CUST-01379,Home Office,South,Phone,Office Supplies,Paper,6,42.06,0.0,252.36,69.15,Standard,5.0,,False,GBP
ORD-104858,2025-06-12,CUST-00095,Home Office,North,Marketplace,Office Supplies,Binders,8,12.3,0.0,98.4,45.17,Standard,6.0,4.5,False,GBP
ORD-102770,2025-01-21,CUST-00975,Consumer,West,Marketplace,Office Supplies,Labels,7,39.58,0.0,277.06,111.38,Standard,6.0,4.2,False,GBP
ORD-104541,2025-05-13,CUST-01022,Consumer,South,Phone,Office Supplies,Binders,4,66.05,0.1,237.78,69.43,First Class,2.0,4.8,False,GBP
ORD-100647,2025-08-14,CUST-01270,Consumer,North,Mobile App,Office Supplies,Art,1,16.04,0.4,9.62,1.9,Standard,4.0,3.9,False,GBP
ORD-103425,2024-11-02,CUST-01029,Consumer,North,Web,Technology,Machines,8,413.97,0.4,1987.06,210.63,Same Day,0.0,3.5,False,GBP
ORD-100533,2025-07-25,CUST-01182,Consumer,South,Marketplace,Technology,Copiers,1,1030.65,0.2,824.52,276.21,Standard,4.0,3.7,False,GBP
ORD-100845,2024-09-26,CUST-00960,,East,Web,Office Supplies,Paper,6,46.0,0.0,276.0,109.3,Standard,6.0,3.1,False,GBP
ORD-101135,2025-02-13,CUST-00809,Corporate,East,Phone,Furniture,Furnishings,3,212.56,0.3,446.38,92.85,Second Class,5.0,4.1,False,GBP
ORD-101308,2024-05-30,CUST-00370,Corporate,North,Web,Technology,Phones,4,324.53,0.0,1298.12,438.76,Standard,7.0,3.4,False,GBP
ORD-100832,2025-04-04,CUST-01136,Corporate,East,Mobile App,Office Supplies,Binders,5,20.62,0.0,103.1,32.68,First Class,3.0,,False,GBP
ORD-102845,2024-12-14,CUST-00235,Corporate,Central,Web,Office Supplies,Paper,5,16.17,0.4,48.51,5.58,Standard,4.0,4.9,False,GBP
ORD-102676,2025-10-03,CUST-00121,Corporate,East,Mobile App,Technology,Machines,5,605.35,0.2,2421.4,615.04,Standard,4.0,3.3,False,GBP
ORD-102821,2024-09-08,CUST-01308,Home Office,West,Mobile App,Technology,Phones,3,1245.76,0.3,2616.1,463.05,Standard,6.0,3.5,False,GBP
ORD-104566,2025-10-05,CUST-00226,Consumer,East,Web,Technology,Accessories,6,292.28,0.4,1052.21,66.29,First Class,3.0,3.2,False,GBP
ORD-103133,2025-10-11,CUST-00374,Consumer,North,Web,Furniture,Chairs,2,172.03,0.0,344.06,138.31,Standard,7.0,3.8,False,GBP
ORD-101805,2025-09-19,CUST-01128,Consumer,East,Marketplace,Furniture,Chairs,2,195.18,0.0,390.36,169.03,Second Class,2.0,,False,GBP
ORD-101975,2025-12-29,CUST-00183,Corporate,Central,Marketplace,Office Supplies,Labels,4,14.44,0.2,46.21,6.52,Same Day,0.0,5.0,True,GBP
ORD-102288,2024-05-05,CUST-00099,Home Office,West,Web,Office Supplies,Labels,5,24.57,0.3,85.99,21.93,Standard,,,False,GBP
ORD-104200,2025-08-29,CUST-00529,Corporate,East,Phone,Technology,Phones,5,1288.24,0.3,4508.84,613.2,Standard,7.0,3.8,False,GBP
ORD-103675,2025-02-17,CUST-00185,Home Office,West,Web,Office Supplies,Storage,3,28.61,0.0,85.83,26.09,Standard,6.0,4.4,False,GBP
ORD-100038,2025-04-07,CUST-00174,Consumer,East,Marketplace,Technology,Machines,8,112.61,0.0,900.88,394.59,Second Class,5.0,5.0,False,GBP
ORD-103484,2024-10-03,CUST-01131,Consumer,East,Web,Technology,Phones,3,216.59,0.3,454.84,90.51,Standard,7.0,3.0,False,GBP
ORD-103485,2024-01-04,CUST-00969,,North,Marketplace,Furniture,Tables,1,280.05,0.0,280.05,131.62,Second Class,4.0,3.6,True,GBP
ORD-104795,2024-04-19,CUST-00934,Consumer,North,Web,Technology,Accessories,5,388.62,0.15,1651.64,351.8,Second Class,2.0,3.2,False,GBP
ORD-100968,2024-08-06,CUST-00148,Consumer,North,Mobile App,Furniture,Tables,8,319.33,0.4,1532.78,430.71,Standard,5.0,2.5,False,GBP
ORD-101833,2025-06-10,CUST-00430,Consumer,East,Web,Office Supplies,Binders,1,24.29,0.4,14.57,3.23,Standard,4.0,4.3,False,GBP
ORD-103402,2025-09-08,CUST-01114,Consumer,Central,Web,Technology,Copiers,2,114.04,0.4,136.85,28.33,Standard,7.0,4.6,False,GBP
ORD-102971,2024-12-01,CUST-00605,Home Office,East,Marketplace,Technology,Machines,3,337.97,0.1,912.52,215.35,Same Day,2.0,3.3,False,GBP
ORD-101530,2025-02-05,CUST-00512,Home Office,East,Mobile App,Office Supplies,Storage,4,34.86,0.0,139.44,57.31,Standard,5.0,4.4,False,GBP
ORD-102884,2024-11-28,CUST-00315,Home Office,North,Phone,Technology,Phones,1,485.53,0.0,485.53,145.66,Standard,5.0,4.7,False,GBP
ORD-104648,2025-01-14,CUST-00235,Corporate,South,Web,Furniture,Chairs,1,284.16,0.0,284.16,83.54,Standard,6.0,4.5,False,GBP
ORD-103579,2025-04-27,CUST-01145,Corporate,South,Mobile App,Furniture,Tables,2,99.69,0.0,199.38,76.36,Standard,8.0,4.3,False,GBP
ORD-103504,2025-07-28,CUST-00642,Consumer,North,Web,Office Supplies,Art,1,38.22,0.3,26.75,2.89,Standard,5.0,5.0,False,GBP
ORD-100761,2025-12-17,CUST-00591,Consumer,North,Web,Office Supplies,Binders,3,11.35,0.0,34.05,7.42,Second Class,7.0,4.1,False,GBP
ORD-104952,2024-06-12,CUST-01047,Home Office,East,Web,Technology,Accessories,6,327.7,0.3,1376.34,339.96,Second Class,5.0,3.3,False,GBP
ORD-100734,2024-06-05,CUST-00899,Corporate,North,Mobile App,Furniture,Furnishings,2,449.55,0.0,899.1,269.73,Standard,5.0,2.4,False,GBP
ORD-102410,2025-12-14,CUST-00262,Consumer,West,Phone,Office Supplies,Binders,2,25.1,0.1,45.18,16.26,Standard,5.0,2.8,False,GBP
ORD-103258,2024-12-18,CUST-00937,Home Office,West,Marketplace,Office Supplies,Labels,3,29.2,0.3,61.32,4.72,Same Day,3.0,3.8,False,GBP
ORD-101398,2024-05-06,CUST-00981,Corporate,South,Mobile App,Furniture,Chairs,8,251.18,0.1,1808.5,383.4,Second Class,5.0,,False,GBP
ORD-101612,2025-01-21,CUST-00689,Consumer,South,Web,Office Supplies,Paper,4,20.15,0.0,80.6,26.03,Standard,6.0,4.6,False,GBP
ORD-104887,2025-02-10,CUST-01035,Corporate,Central,Web,Furniture,Tables,7,141.66,0.3,694.13,45.12,Same Day,2.0,3.0,False,GBP
ORD-104373,2024-04-12,CUST-00990,Corporate,North,Web,Office Supplies,Paper,7,15.29,0.0,107.03,28.58,Second Class,3.0,4.3,False,GBP
ORD-101116,2025-07-22,CUST-00370,Corporate,North,Web,Furniture,Bookcases,5,180.76,0.0,903.8,299.16,Standard,5.0,4.1,False,GBP
ORD-103225,2024-02-23,CUST-00143,Consumer,West,Web,Technology,Phones,2,590.34,0.15,1003.58,192.69,First Class,2.0,4.8,False,GBP
ORD-101728,2025-09-03,CUST-00224,Consumer,North,Marketplace,Office Supplies,Binders,8,15.9,0.0,127.2,17.55,First Class,,5.0,False,GBP
ORD-101634,2024-05-05,CUST-00592,Consumer,South,Web,Technology,Phones,5,476.32,0.3,1667.12,271.74,Standard,6.0,3.4,False,GBP
ORD-103249,2025-09-18,CUST-00074,Home Office,West,Web,Furniture,Furnishings,2,268.89,0.0,537.78,120.46,Standard,7.0,4.3,True,GBP
ORD-103100,2025-07-30,CUST-00877,Consumer,East,Web,Furniture,Furnishings,4,427.1,0.1,1537.56,269.07,Standard,5.0,3.9,False,GBP
ORD-102601,2024-05-14,CUST-00544,Consumer,East,Mobile App,Office Supplies,Storage,7,95.86,0.1,603.92,227.68,Same Day,0.0,4.6,False,GBP
ORD-104187,2024-01-10,CUST-00692,Consumer,South,Mobile App,Office Supplies,Labels,1,24.73,0.3,17.31,3.84,Standard,9.0,2.9,False,GBP
ORD-102013,2025-04-07,CUST-00879,Corporate,East,Mobile App,Technology,Copiers,8,249.27,0.0,1994.16,755.79,Standard,7.0,3.5,False,GBP
ORD-104086,2025-11-07,CUST-01066,,West,Mobile App,Furniture,Chairs,8,140.5,0.3,786.8,151.07,Second Class,2.0,4.4,False,GBP
ORD-102223,2024-04-12,CUST-00550,Consumer,West,Web,Technology,Phones,7,381.8,0.4,1603.56,189.22,Second Class,4.0,4.3,False,GBP
ORD-104868,2025-11-20,CUST-01019,Consumer,East,Mobile App,Furniture,Bookcases,3,297.06,0.4,534.71,4.28,Standard,6.0,4.3,True,GBP
ORD-104536,2024-02-11,CUST-01169,,South,Web,Office Supplies,Paper,6,15.92,0.1,85.97,31.21,Second Class,5.0,3.4,False,GBP
ORD-103182,2025-11-07,CUST-00495,Corporate,North,Marketplace,Furniture,Chairs,1,304.77,0.1,274.29,66.38,Standard,8.0,3.0,False,GBP
ORD-101224,2024-05-02,CUST-00430,Corporate,West,Marketplace,Office Supplies,Paper,3,71.5,0.2,171.6,34.66,Standard,5.0,3.8,False,GBP
ORD-102627,2024-09-05,CUST-00979,,Central,Mobile App,Furniture,Chairs,5,130.13,0.0,650.65,289.54,Standard,5.0,4.5,False,GBP
ORD-103002,2025-07-12,CUST-00400,,East,Mobile App,Office Supplies,Storage,2,88.52,0.0,177.04,59.13,Second Class,5.0,2.5,False,GBP
ORD-101965,2024-08-02,CUST-00597,Corporate,West,Marketplace,Furniture,Furnishings,2,292.69,0.4,351.23,36.18,Standard,6.0,3.9,False,GBP
ORD-102391,2024-04-19,CUST-00581,Corporate,East,Web,Office Supplies,Storage,2,18.06,0.3,25.28,0.13,Same Day,2.0,4.7,False,GBP
ORD-103404,2025-01-07,CUST-00096,Consumer,Central,Mobile App,Office Supplies,Storage,8,18.03,0.4,86.54,13.5,Standard,6.0,3.7,True,GBP
ORD-104507,2024-06-16,CUST-01075,Corporate,Central,Mobile App,Furniture,Chairs,5,181.09,0.1,814.91,179.28,Standard,2.0,3.5,False,GBP
ORD-104884,2025-10-14,CUST-00179,Home Office,East,Mobile App,Office Supplies,Labels,8,25.1,0.0,200.8,66.67,Standard,4.0,5.0,False,GBP
ORD-102608,2024-08-17,CUST-00628,Corporate,Central,Web,Furniture,Bookcases,2,167.52,0.15,11391.199999999999,58.38,Second Class,4.0,3.7,False,GBP
ORD-100212,2025-04-07,CUST-01243,,North,Mobile App,Furniture,Chairs,3,152.55,0.0,457.65,146.45,First Class,1.0,5.0,False,GBP
ORD-104012,2024-11-05,CUST-01275,Consumer,South,Web,Furniture,Bookcases,3,237.93,0.2,571.03,100.5,Second Class,6.0,,False,GBP
ORD-104227,2025-04-03,CUST-00424,Consumer,Central,Marketplace,Technology,Phones,5,651.29,0.3,2279.52,467.3,Standard,6.0,4.4,False,GBP
ORD-104951,2025-04-13,CUST-00003,Consumer,East,Web,Technology,Accessories,4,371.2,0.3,1039.36,155.9,Standard,6.0,4.1,False,GBP
ORD-101563,2025-03-19,CUST-01338,Consumer,Central,Web,Technology,Machines,4,248.22,0.1,893.59,254.67,First Class,2.0,4.6,False,GBP
ORD-100315,2025-07-24,CUST-01162,Consumer,North,Web,Technology,Phones,2,600.84,0.0,1201.68,437.41,Standard,7.0,2.8,False,GBP
ORD-100828,2024-10-26,CUST-00963,Home Office,North,Web,Furniture,Tables,4,183.07,0.15,622.44,173.66,Standard,6.0,3.0,False,GBP
ORD-100023,2025-09-17,CUST-00161,Consumer,North,Marketplace,Furniture,Bookcases,6,283.96,0.0,1703.76,705.36,Second Class,4.0,4.0,True,GBP
ORD-102046,2025-01-31,CUST-00787,Consumer,North,Mobile App,Furniture,Chairs,6,145.76,0.3,612.19,71.01,Second Class,3.0,4.6,False,GBP
ORD-101875,2024-02-21,CUST-01376,Consumer,West,Web,Technology,Accessories,7,369.08,0.4,1550.14,150.36,Standard,7.0,4.8,False,GBP
ORD-101056,2025-05-03,CUST-00411,Consumer,Central,Web,Office Supplies,Labels,2,27.19,0.0,54.38,21.48,Same Day,3.0,3.6,False,GBP
ORD-102429,2024-07-25,CUST-00451,,East,Phone,Office Supplies,Paper,2,14.6,0.0,29.2,10.51,Standard,7.0,3.8,True,GBP
ORD-101675,2025-12-09,CUST-00370,Corporate,East,Mobile App,Furniture,Chairs,4,273.61,0.2,875.55,177.74,Second Class,3.0,2.6,False,GBP
ORD-102141,2024-10-12,CUST-00105,,South,Mobile App,Furniture,Bookcases,6,256.21,0.0,1537.26,627.2,Standard,5.0,3.7,False,GBP
ORD-101641,2024-10-12,CUST-01184,Consumer,North,Mobile App,Office Supplies,Storage,8,63.36,0.0,506.88,159.67,First Class,3.0,4.9,True,GBP
ORD-101622,2025-12-13,CUST-00619,Home Office,East,Web,Technology,Phones,6,608.7,0.0,3652.2,1015.31,Second Class,3.0,3.6,False,GBP
ORD-100871,2025-04-27,CUST-00551,Consumer,East,Mobile App,Furniture,Tables,5,455.99,0.1,2051.96,683.3,Standard,5.0,3.7,True,GBP
ORD-104079,2025-02-21,CUST-00594,Corporate,South,Web,Office Supplies,Storage,5,12.66,0.0,63.3,21.59,Same Day,0.0,,False,GBP
ORD-100446,2025-07-01,CUST-01126,,East,Mobile App,Technology,Copiers,3,287.21,0.3,603.14,142.94,Standard,6.0,3.9,False,GBP
ORD-100762,2025-11-29,CUST-00741,Home Office,North,Marketplace,Furniture,Bookcases,8,221.11,0.15,1503.55,348.82,Standard,7.0,3.7,False,GBP
ORD-101818,2024-07-16,CUST-00587,Consumer,West,Marketplace,Technology,Phones,3,501.68,0.0,1505.04,511.71,Standard,7.0,2.6,False,GBP
ORD-103005,2025-04-26,CUST-00337,Consumer,North,Web,Furniture,Tables,5,434.64,0.2,1738.56,300.77,Standard,6.0,3.1,False,GBP
ORD-100321,2025-12-30,CUST-00942,Home Office,North,Marketplace,Furniture,Chairs,2,55.66,0.0,111.32,47.31,Standard,6.0,,False,GBP
ORD-102975,2024-02-29,CUST-01097,Consumer,Central,Web,Office Supplies,Art,8,78.48,0.2,502.27,42.19,Standard,8.0,3.2,False,GBP
ORD-101771,2024-10-25,CUST-00651,Consumer,Central,Mobile App,Technology,Copiers,7,574.54,0.1,3619.6,1440.6,Standard,6.0,3.1,False,GBP
ORD-104844,2025-09-29,CUST-00194,,South,Mobile App,Office Supplies,Paper,6,51.46,0.2,247.01,49.65,Standard,7.0,2.2,False,GBP
ORD-104018,2025-09-15,CUST-00684,,Central,Mobile App,Technology,Machines,1,563.8,0.0,563.8,134.18,Standard,6.0,3.9,False,GBP
ORD-102556,2024-12-23,CUST-00328,Consumer,West,Web,Office Supplies,Binders,3,41.05,0.0,123.15,38.3,First Class,5.0,3.8,False,GBP
ORD-104281,2024-09-03,CUST-00557,Home Office,Central,Web,Office Supplies,Storage,4,38.81,0.2,124.19,30.18,Standard,6.0,3.5,False,GBP
ORD-103051,2025-12-25,CUST-00603,Consumer,Central,Mobile App,Office Supplies,Binders,1,48.23,0.0,48.23,18.28,Standard,5.0,2.7,False,GBP
ORD-100150,2025-05-21,CUST-00710,Home Office,Central,Mobile App,Furniture,Bookcases,5,186.92,0.0,934.6,286.92,Same Day,2.0,3.1,False,GBP
ORD-104465,2025-02-27,CUST-00200,Consumer,South,Mobile App,Furniture,Tables,3,239.72,0.4,431.5,59.12,Same Day,0.0,,False,GBP
ORD-103631,2024-03-18,CUST-00671,Home Office,North,Web,Technology,Phones,8,538.55,0.2,3446.72,892.7,Second Class,6.0,3.3,False,GBP
ORD-102960,2024-12-14,CUST-01246,Home Office,North,Mobile App,Furniture,Bookcases,7,324.09,0.0,2268.63,855.27,Standard,6.0,4.6,False,GBP
ORD-100214,2024-02-20,CUST-01142,Home Office,West,Mobile App,Technology,Copiers,3,615.17,0.0,1845.51,623.78,Second Class,4.0,3.6,False,GBP
ORD-100996,2024-06-04,CUST-00786,Home Office,East,Web,Technology,Machines,4,376.47,0.4,903.53,180.71,Standard,4.0,3.1,False,GBP
ORD-101766,2025-06-13,CUST-01153,Consumer,East,Mobile App,Office Supplies,Art,6,52.84,0.0,317.04,116.99,Standard,7.0,3.2,False,GBP
ORD-103356,2025-09-24,CUST-00009,Home Office,North,Mobile App,Furniture,Chairs,3,352.41,0.15,898.65,248.03,Second Class,5.0,3.4,False,GBP
ORD-104743,2025-11-16,CUST-00104,Consumer,East,Marketplace,Furniture,Furnishings,7,543.38,0.0,3803.66,1376.92,Standard,4.0,3.2,False,GBP
ORD-104183,2024-03-10,CUST-00588,Consumer,Central,Marketplace,Office Supplies,Art,8,50.99,0.1,367.13,83.71,Standard,7.0,3.6,False,GBP
ORD-102403,2025-05-14,CUST-00813,Consumer,East,Phone,Technology,Phones,7,529.49,0.4,2223.86,324.68,Standard,5.0,3.2,False,GBP
ORD-104793,2025-11-19,CUST-01231,Home Office,East,Mobile App,Office Supplies,Binders,8,23.32,0.0,186.56,50.93,Same Day,2.0,5.0,False,GBP
ORD-104436,2025-02-04,CUST-00345,Corporate,South,Phone,Office Supplies,Storage,5,35.87,0.0,179.35,59.19,First Class,4.0,,False,GBP
ORD-103295,2025-09-30,CUST-00438,Corporate,West,Mobile App,Office Supplies,Paper,3,21.81,0.1,58.89,19.73,First Class,4.0,4.6,False,GBP
ORD-100032,2025-07-04,CUST-00994,Corporate,East,Web,Furniture,Bookcases,8,306.8,0.0,2454.4,643.05,Second Class,6.0,2.4,False,GBP
ORD-100914,2024-10-27,CUST-01173,,Central,Mobile App,Furniture,Furnishings,4,157.23,0.0,628.92,299.99,Standard,8.0,2.9,False,GBP
ORD-100011,2024-03-28,CUST-00828,Corporate,Central,Phone,Furniture,Tables,8,460.27,0.0,3682.16,1056.78,First Class,1.0,4.2,False,GBP
ORD-104242,2024-08-09,CUST-00121,Consumer,South,Web,Office Supplies,Paper,2,34.47,0.4,41.36,6.25,Standard,7.0,4.1,False,GBP
ORD-104182,2025-02-08,CUST-01031,Consumer,North,Marketplace,Furniture,Bookcases,6,90.13,0.1,486.7,115.35,Same Day,1.0,,False,GBP
ORD-101229,2025-12-03,CUST-00703,Consumer,Central,Web,Technology,Machines,3,216.78,0.0,650.34,280.3,Second Class,4.0,4.3,False,GBP
ORD-103564,2025-09-24,CUST-00273,Corporate,Central,Mobile App,Technology,Copiers,8,563.55,0.0,4508.4,1460.72,Standard,8.0,3.4,False,GBP
ORD-101336,2025-12-20,CUST-01153,Corporate,East,Web,Office Supplies,Binders,3,6.32,0.4,11.38,0.84,Second Class,3.0,3.2,True,GBP
ORD-104431,2025-01-23,CUST-01357,Consumer,West,Web,Technology,Accessories,4,680.64,0.3,1905.79,266.81,Standard,6.0,5.0,False,GBP
ORD-103704,2025-10-31,CUST-00716,Corporate,North,Phone,Office Supplies,Paper,8,25.22,0.0,201.76,57.5,Standard,6.0,3.2,False,GBP
ORD-103348,2024-12-13,CUST-01231,,East,Phone,Technology,Copiers,6,130.48,0.2,626.3,139.66,Standard,6.0,3.9,False,GBP
ORD-101991,2025-11-14,CUST-01112,Consumer,North,Web,Furniture,Chairs,1,56.11,0.15,47.69,10.68,Standard,6.0,4.2,False,GBP
ORD-102123,2024-08-18,CUST-01034,Home Office,East,Mobile App,Furniture,Furnishings,4,85.48,0.2,273.54,46.5,First Class,4.0,3.8,False,GBP
ORD-104561,2025-11-16,CUST-00621,Consumer,West,Marketplace,Office Supplies,Labels,6,42.29,0.3,177.62,32.33,Standard,7.0,3.2,False,GBP
ORD-104852,2025-11-28,CUST-00905,,West,Mobile App,Office Supplies,Art,5,33.86,0.0,169.3,48.42,Standard,,4.5,False,GBP
ORD-100267,2025-01-29,CUST-00548,Home Office,West,Web,Furniture,Tables,5,205.33,0.3,718.66,132.23,Second Class,3.0,3.0,False,GBP
ORD-100553,2025-08-11,CUST-00586,,North,Marketplace,Furniture,Bookcases,8,110.71,0.0,885.68,263.93,Standard,6.0,3.6,False,GBP
ORD-103911,2024-10-11,CUST-01324,Consumer,North,Web,Furniture,Furnishings,6,663.56,0.4,2388.82,439.54,First Class,2.0,4.0,False,GBP
ORD-103616,2025-06-03,CUST-00012,Corporate,Central,Mobile App,Technology,Phones,6,815.72,0.1,4404.89,1004.31,First Class,5.0,3.1,False,GBP
ORD-103118,2024-01-18,CUST-01170,Corporate,South,Web,Furniture,Furnishings,6,403.23,0.0,2419.38,873.4,Standard,8.0,,False,GBP
ORD-102074,2024-08-15,CUST-00482,Corporate,East,Web,Furniture,Chairs,3,225.38,0.0,676.14,177.82,First Class,3.0,2.5,True,GBP
ORD-102488,2025-01-14,CUST-00809,Home Office,Central,Web,Office Supplies,Storage,4,50.91,0.2,162.91,52.46,Standard,6.0,4.6,True,GBP
ORD-102164,2025-11-07,CUST-00675,Consumer,North,Phone,Furniture,Chairs,6,363.28,0.1,1961.71,437.46,Second Class,1.0,2.8,False,GBP
ORD-101313,2024-02-13,CUST-00318,Corporate,East,Mobile App,Office Supplies,Binders,1,45.3,0.0,45.3,9.29,Standard,4.0,2.9,False,GBP
ORD-102621,2025-06-16,CUST-00125,,East,Web,Office Supplies,Binders,1,34.23,0.0,34.23,12.36,Standard,6.0,2.0,False,GBP
ORD-102161,2024-04-12,CUST-01185,Consumer,North,Mobile App,Furniture,Chairs,4,265.55,0.1,955.98,209.36,Standard,6.0,4.1,True,GBP
ORD-103173,2025-10-24,CUST-00880,Consumer,North,Marketplace,Technology,Copiers,6,367.69,0.15,1875.22,526.94,Second Class,4.0,3.3,False,GBP
ORD-103741,2024-01-05,CUST-00687,Consumer,North,Marketplace,Technology,Accessories,8,707.94,0.4,3398.11,251.46,First Class,3.0,,False,GBP
ORD-103696,2024-09-20,CUST-01166,Corporate,South,Mobile App,Technology,Machines,5,739.98,0.2,2959.92,802.14,Standard,6.0,2.7,False,GBP
ORD-103849,2025-05-31,CUST-00885,Home Office,North,Web,Technology,Machines,5,409.3,0.0,2046.5,849.3,First Class,0.0,4.4,False,GBP
ORD-103244,2024-05-06,CUST-00910,Consumer,South,Marketplace,Furniture,Chairs,5,381.67,0.4,1145.01,95.04,Standard,6.0,,False,GBP
ORD-104998,2025-05-19,CUST-00401,Consumer,Central,Mobile App,Office Supplies,Paper,4,17.14,0.0,68.56,21.8,Standard,6.0,3.3,False,GBP
ORD-102065,2025-10-17,CUST-00742,Corporate,South,Mobile App,Office Supplies,Storage,4,20.42,0.4,49.01,5.34,Standard,4.0,4.4,False,GBP
ORD-102187,2025-11-17,CUST-01141,Corporate,West,Phone,Office Supplies,Paper,8,24.19,0.0,193.52,58.06,Standard,7.0,2.3,False,GBP
ORD-101203,2024-05-03,CUST-01009,,South,Web,Technology,Machines,1,374.12,0.4,224.47,51.18,Standard,6.0,4.0,False,GBP
ORD-101309,2025-07-23,CUST-01360,Corporate,North,Mobile App,Office Supplies,Binders,8,28.57,0.3,159.99,17.44,Standard,6.0,3.8,False,GBP
ORD-101089,2025-05-24,CUST-01215,Consumer,North,Marketplace,Office Supplies,Storage,8,80.6,0.4,386.88,99.43,Standard,4.0,3.7,True,GBP
ORD-100152,2025-07-05,CUST-00923,Consumer,Central,Mobile App,Office Supplies,Art,5,16.48,0.15,70.04,15.13,Standard,,3.9,False,GBP
ORD-102509,2025-07-20,CUST-00864,Consumer,South,Mobile App,Technology,Phones,8,867.76,0.0,6942.08,2540.8,Standard,6.0,3.4,False,GBP
ORD-104250,2025-02-05,CUST-00923,Consumer,Central,Web,Technology,Copiers,7,372.73,0.4,1565.47,122.11,Same Day,2.0,3.5,False,GBP
ORD-103421,2025-07-13,CUST-00334,Corporate,East,Phone,Office Supplies,Binders,7,31.08,0.0,217.56,70.05,Second Class,2.0,3.7,False,GBP
ORD-103752,2025-09-18,CUST-01251,Consumer,South,Mobile App,Furniture,Furnishings,3,268.26,0.3,563.35,55.77,Same Day,3.0,3.9,False,GBP
ORD-103141,2025-11-18,CUST-01304,Consumer,Central,Web,Furniture,Chairs,5,533.59,0.15,2267.76,505.71,Standard,6.0,2.1,False,GBP
ORD-104666,2024-09-05,CUST-01049,Consumer,South,Mobile App,Technology,Phones,6,280.45,0.0,1682.7,693.27,Same Day,1.0,,True,GBP
ORD-100784,2024-06-26,CUST-00530,Consumer,North,Web,Office Supplies,Art,2,48.16,0.4,57.79,5.49,Same Day,0.0,3.9,False,GBP
ORD-102444,2024-03-14,CUST-00123,Corporate,Central,Web,Office Supplies,Storage,3,21.12,0.2,50.69,10.8,Standard,6.0,3.2,False,GBP
ORD-103903,2025-12-07,CUST-00253,Consumer,East,Mobile App,Office Supplies,Storage,4,44.73,0.0,178.92,60.83,Standard,5.0,4.1,False,GBP
ORD-102609,2025-10-07,CUST-00396,Consumer,North,Web,Office Supplies,Labels,3,18.99,0.4,34.18,3.49,Second Class,3.0,4.8,False,GBP
ORD-104414,2024-06-17,CUST-00504,Consumer,Central,Marketplace,Furniture,Bookcases,5,467.41,0.0,2337.05,656.71,Standard,5.0,4.3,False,GBP
ORD-100790,2024-07-01,CUST-00337,Home Office,West,Web,Technology,Copiers,8,294.02,0.2,1881.73,323.66,First Class,3.0,4.1,False,GBP
ORD-103939,2025-06-07,CUST-00663,,North,Phone,Furniture,Tables,7,390.14,0.3,1911.69,615.56,Second Class,2.0,4.2,False,GBP
ORD-100445,2024-07-26,CUST-00672,Consumer,South,Web,Office Supplies,Binders,6,38.17,0.0,229.02,84.51,Standard,6.0,3.8,False,GBP
ORD-103885,2024-02-03,CUST-00383,Corporate,East,Mobile App,Office Supplies,Paper,3,56.25,0.15,143.44,28.69,Standard,6.0,3.3,False,GBP
